ÒÚ‡Ú¸ˇ;‡‚ÚÓ˚;ˆËÚËÛ˛Ú;ÊÛÌ‡Î;ÒÚ‡Ì‡
Tunneling phase time in photoionization: in search of a clock;['SEREBRYANNIKOV EE', 'ZHELTIKOV AM'];['AKAGI H', 'OTOBE T', 'STAUDTE A', 'BEJOT P', 'CORMIER E', 'HERTZ E', 'BRABEC T', 'COTE M', 'BOULANGER P', 'BUTTIKER M', 'LANDAUER R', 'COLOSIMO P', 'DOUMY G', 'BLAGA C I', 'CONDON EU', 'MORSE PM', 'CORKUM P B', 'KRAUSZ FERENC', 'CORKUM PB', 'ECKLE P', 'PFEIFFER A N', 'CIRELLI C', 'HASSAN M TH', 'LUU T T', 'MOULET A', 'KARAMATSKOU ANTONIA', 'PABST STEFAN', 'SANTRA ROBIN', 'KELDYSH LV', 'STOCKMAN MARK I', 'MARTIN T', 'LANDSMAN ALEXANDRA S', 'WEGER MATTHIAS', 'MAURER JOCHEN', 'LEWENSTEIN M', 'BALCOU P', 'IVANOV MY', 'MACCOLL LA', 'MASHIKO HIROKI', 'OGURI KATSUYA', 'YAMAGUCHI TOMOHIKO', 'MAURITSSON J', 'REMETTER T', 'SWOBODA M', 'MITROFANOV ALEXANDER V', 'VERHOEF AART J', 'SEREBRYANNIKOV EVGENII E', 'NURHUDA MUHAMMAD', 'SUDA AKIRA', 'MIDORIKAWA KATSUMI', 'PFEIFFER ADRIAN N', 'CIRELLI CLAUDIO', 'SMOLARSKI MATHIAS', 'SCHULTZE M', 'FIESS M', 'KARPOWICZ N', 'SCHULTZE MARTIN', 'BOTHSCHAFTER ELISABETH M', 'SOMMER ANNKATRIN', 'SEREBRYANNIKOV E E', 'ZHELTIKOV A M', 'SHAFIR DROR', 'SOIFER HADAS', 'BRUNER BARRY D', 'SOKOLOVSKI D', 'CONNOR JNL', 'STEINBERG AM'];OPTICA;Russia
Quantum optical feedback control for creating strong correlations in many-body systems;['MAZZUCCHI G', 'CABALLERO-BENITEZ SF', 'IVANOV DA', 'MEKHOV IB'];['ANGELATOS GERASIMOS', 'HUGHES STEPHEN', 'ASHIDA YUTO', 'UEDA MASAHITO', 'ASPELMEYER MARKUS', 'KIPPENBERG TOBIAS J', 'MARQUARDT FLORIAN', 'BRECHT B', 'REDDY DILEEP V', 'SILBERHORN C', 'BRUNE M', 'SCHMIDT-KALER F', 'MAALI A', 'BUCHLER HP', 'BLATTER G', 'ZWERGER W', 'BUDRONI C', 'VITAGLIANO G', 'COLANGELO G', 'BUX S', 'TOMCZYK H', 'SCHMIDT D', 'CABALLERO-BENITEZ SANTIAGO F', 'MEKHOV IGOR B', 'MAZZUCCHI GABRIEL', 'CHEN W', 'MEYSTRE P', 'DENNY S J', 'CLARK S R', 'LAPLACE Y', 'ECKERT KAI', 'ROMERO-ISART ORIOL', 'RODRIGUEZ MIRTA', 'EICHELKRAUT TONI', 'VETTER CHRISTIAN', 'PEREZ-LEIJA ARMANDO', 'ELLIOTT T J', 'KOZLOWSKI W', 'CABALLERO-BENITEZ S F', 'ELLIOTT THOMAS J', 'KOZLOWSKI WOJCIECH', 'ELSTER FABIAN', 'BARKHOFEN SONJA', 'NITSCHE THOMAS', 'GAMBETTA JAY', 'BLAIS ALEXANDRE', 'SCHUSTER D I', 'HAUKE PHILIPP', 'HOLLECZEK ANNEMARIE', 'BARTER OLIVER', 'RUBENOK ALLISON', 'IVANOV D A', 'IVANOVA T YU', 'KELLER NICHOLAS', 'DELTORO DAMIAN', 'GRIMES SHELLEY', 'KLINDER J', 'KESSLER H', 'BAKHTIARI M REZA', 'MEKHOV I B'];OPTICA;Russia
Modulational instability and solitary waves in polariton topological insulators;['KARTASHOV YV', 'SKRYABIN DV'];['ABLOWITZ MARK J', 'MA YI-PING', 'CURTIS CHRISTOPHER W', 'ZHU YI', 'AMO A', 'SANVITTO D', 'LAUSSY F P', 'PIGEON S', 'AMO ALBERTO', 'LEFRERE JEROME', 'PIGEON SIMON', 'BABOUX F', 'GE L', 'JACQMIN T', 'BARDYN CHARLES-EDOUARD', 'KARZIG TORSTEN', 'REFAEL GIL', 'BLEU O', 'SOLNYSHKOV D D', 'MALPUECH G', 'CERDA-MENDEZ E A', 'SARKAR D', 'KRIZHANOVSKII D N', 'CILIBRIZZI P', 'OHADI H', 'OSTATNICKY T', 'DUFFERWIEL S', 'LI FENG', 'CANCELLIERI E', 'EGOROV O A', 'SKRYABIN D V', 'YULIN A V', 'FLAYAC H', 'SHELYKH I A', 'HADAD YAKIR', 'KHANIKAEV ALEXANDER B', 'ALU ANDREA', 'HAFEZI MOHAMMAD', 'DEMLER EUGENE A', 'LUKIN MIKHAIL D', 'HALDANE F D M', 'RAGHU S', 'HASAN M Z', 'KANE C L', 'CARUSOTTO I', 'SAGNES I', 'MOUSAVI S HOSSEIN', 'TSE WANG-KONG', 'LU LING', 'JOANNOPOULOS JOHN D', 'SOLJACIC MARIN', 'LUMER YAAKOV', 'PLOTNIK YONATAN', 'RECHTSMAN MIKAEL C', 'MANNI F', 'LAGOUDAKIS K G', 'LIEW T C H', 'MEIER J', 'STEGEMAN GI', 'CHRISTODOULIDES DN', 'MILICEVIC M', 'OZAWA T', 'ANDREAKOU P', 'MOLINA MARIO I', 'KIVSHAR YURI S', 'NALITOV A V', 'NARDIN GAEL', 'GROSSO GABRIELE', 'LEGER YOAN', 'OSTROVSKAYA E A', 'ABDULLAEV J', 'FRASER M D'];OPTICA;Russia
Hydrogen molecular ions for improved determination of fundamental constants;['KARR JP', 'HILICO L', 'KOELEMEIJ JCJ', 'KOROBOV VI'];['ANTOGNINI ALDO', 'NEZ FRANCOIS', 'SCHUHMANN KARSTEN', 'BAKALOV D', 'KOROBOV V I', 'SCHILLER S', 'BERKELAND DJ', 'MILLER JD', 'BERGQUIST JC', 'BETHE HA', 'BEYER AXEL', 'MAISENBACHER LOTHAR', 'KHABAROVA KSENIA', 'BIESHEUVEL J', 'KARR J -PH', 'BRESSEL U', 'BORODIN A', 'SHEN J', 'CHOU C W', 'HUME D B', 'KOELEMEIJ J C J', 'DEBEAUVOIR B', 'NEZ F', 'JULIEN L', 'DUBE PIERRE', 'MADEJ ALAN A', 'ZHOU ZICHAO', 'GALTIER SANDRINE', 'FLEURBAEY HELENE', 'THOMAS SIMON', 'GASPARIAN ASHOT', 'HAENSCH THEODOR W', 'HALL JOHN L', 'HERRMANN M', 'HAAS M', 'JENTSCHURA U D', 'BILLY N', 'GREMAUD B', 'HORBATSCH M', 'HESSELS E A', 'HORI MASAKI', 'SOTER ANNA', 'BARNA DANIEL', 'KOROBOV VLADIMIR I', 'MATVEEV A', 'PARTHEY C G', 'JENTSCHURA UD', 'CZARNECKI A', 'PACHUCKI K', 'MOHR PJ', 'SOFF G', 'KANDULA DOMINIK Z', 'GOHLE CHRISTOPH', 'PINKERT TJEERD J', 'KARR J -P', 'DOUILLET A', 'KARR JEAN-PHILIPPE', 'HILICO LAURENT', 'BIELSA FRANCK', 'DOUILLET ALBANE', 'KILIC S'];PHYSICAL REVIEW A;Russia
Thin-tapered-rod Yb:YAG laser amplifier;['KUZNETSOV I', 'MUKHIN I', 'PALASHOV O', 'UEDA KI'];['DELEN XAVIER', 'ZAOUTER YOANN', 'MARTIAL IGOR', 'KIENEL MARCO', 'MUELLER MICHAEL', 'DEMMLER STEFAN', 'KUZNETSOV IVAN', 'MUKHIN IVAN', 'VADIMOVA OLGA', 'LESPARRE FABIEN', 'GOMES JEAN THOMAS', 'MARKOVIC VESNA', 'ROHRBACHER ANDREAS', 'HOFMANN PETER', 'AUBRY NICOLAS'];OPTICS LETTERS;Russia
Computationally efficient method for Fourier transform of highly chirped pulses for laser and parametric amplifier modeling;['ANDRIANOV A', 'SZABO A', 'SERGEEV A', 'KIM A', 'CHVYKOV V', 'KALASHNIKOV M'];['AGARWAL G', 'ANDRIANOV ALEXEY', 'ANASHKINA ELENA', 'KIM ARKADY', 'DIDENKO N V', 'KONYASHCHENKO A V', 'LUTSENKO A P', 'EPATKO IV', 'MALYUTIN AA', 'SEROV RV', 'JASKORZYNSKA B', 'NILSSON J', 'LIU X', 'SHREENATH AP', 'KIMMEL M', 'MORICE O', 'SCHIMPF DAMIAN N', 'SEISE ENRICO', 'LIMPERT JENS', 'VLASOV S N', 'KOPOSOVA E V', 'FREIDMAN G I', 'WANG JING', 'YUAN PENG', 'MA JINGUI'];OPTICS EXPRESS;Russia
Light propagation through a PT-symmetric photonic-crystal;['KONOTOP VV', 'MANTSYZOV BI'];['BENDER CARL M', 'BENDER CM', 'BOETTCHER S', 'BERRY M V', 'FENG LIANG', 'XU YE-LONG', 'FEGADOLLI WILLIAM S', 'AYACHE MAURICE', 'HUANG JINGQING', 'KARTASHOV YAROSLAV V', 'VYSLOUKH VICTOR A', 'KONOTOP VLADIMIR V', 'KELLER C', 'OBERTHALER MK', 'ABFALTERER R', 'YANG JIANKE', 'ZEZYULIN DMITRY A', 'KULISHOV M', 'LANIEL JM', 'BELANGER N', 'LIN ZIN', 'RAMEZANI HAMIDREZA', 'EICHELKRAUT TONI', 'LONGHI S', 'MAKRIS K G', 'EL-GANAINY R', 'CHRISTODOULIDES D N', 'MOSTAFAZADEH A', 'MUSSLIMANI Z H', 'SKORYNIN A A', 'BUSHUEV V A', 'MANTSYZOV B I'];OPTICS EXPRESS;Russia
Autonomous absolute calibration of an ICCD camera in single-photon detection regime;['QI L', 'JUST F', 'LEUCHS G', 'CHEKHOVA MV'];['ASPDEN REUBEN S', 'TASCA DANIEL S', 'BOYD ROBERT W', 'AVELLA A', 'RUO-BERCHERA I', 'DEGIOVANNI I P', 'BENNINK RS', 'BENTLEY SJ', 'BOYD RW', 'BLANCHET JEAN-LUC', 'DEVAUX FABRICE', 'FURFARO LUCA', 'BRIDA G', 'GENOVESE M', 'NOVERO C', 'BERCHERA I RUO', 'BUCHIN MICHAEL P', 'CHRAPKIEWICZ RADOSLAW', 'WASILEWSKI WOJCIECH', 'BANASZEK KONRAD', 'EDGAR M P', 'TASCA D S', 'IZDEBSKI F', 'FICKLER ROBERT', 'KRENN MARIO', 'LAPKIEWICZ RADEK', 'FORDHAM JLA', 'BONE DA', 'READ PD', 'HADERKA O', 'PERINA J', 'HAMAR M', 'JACHURA MICHAL', 'JUST FELIX', 'FILIPENKO MYKHAYLO', 'CAVANNA ANDREA', 'KLYSHKO DN', 'KWIAT PG', 'STEINBERG AM', 'CHIAO RY', 'MALYGIN AA', 'PENIN AN', 'SERGIENKO AV', 'MENDE SB', 'HEETDERKS H', 'FREY HU', 'MORRIS PETER A', 'BELL JESSICA E C', 'PERINA JAN JR', 'HADERKA ONDREJ', 'MICHALEK VACLAV', 'PITTMAN TB', 'SHIH YH', 'STREKALOV DV', 'POLYAKOV SERGEY V', 'MIGDALL ALAN L', 'SCHUEHLE UDO', 'SIEGMUND OHW', 'ASPDEN R S', 'MORRIS P A', 'TIMOTHY J GETHYN'];OPTICS EXPRESS;Russia
Optimal compression and energy confinement of optical Airy bullets;['BONGIOVANNI D', 'WETZEL B', 'HU Y', 'CHEN ZG', 'MORANDOTTI R'];['ABDOLLAHPOUR DARYOUSH', 'SUNTSOV SERGIY', 'PAPAZOGLOU DIMITRIOS G', 'AKTURK S', 'GU X', 'GABOLDE P', 'BANDRES MIGUEL A', 'BAUMGARTL JOERG', 'MAZILU MICHAEL', 'DHOLAKIA KISHAN', 'BERRY MV', 'BALAZS NL', 'BESIERIS IOANNIS M', 'SHAARAWI AMR M', 'BONGIOVANNI DOMENICO', 'HU YI', 'WETZEL BENJAMIN', 'BROKY JOHN', 'SIVILOGLOU GEORGIOS A', 'DOGARIU ARISTIDE', 'CHONG ANDY', 'RENNINGER WILLIAM H', 'CHRISTODOULIDES DEMETRIOS N', 'CLERICI MATTEO', 'LASSONDE PHILIPPE', 'DALLAIRE MICHAEL', 'MCCARTHY NATHALIE', 'PICHE MICHEL', 'DAVIS JEFFREY A', 'MITRY MARK J', 'DENG FU', 'DENG DONGMEI', 'DI TRAPANI P', 'VALIULIS G', 'PISKARSKAS A', 'FUJIMOTO JG', 'LI MING', 'CHEN ZHIGANG', 'MALOMED BA', 'MIHALACHE D', 'WISE F', 'MATHIS A', 'COURVOISIER F', 'FROEHLY L', 'PIKSARV P', 'VALDMANN A', 'VALTNA-LUKNER H', 'POLYNKIN PAVEL', 'KOLESIK MIROSLAV', 'MOLONEY JEROME', 'MOLONEY JEROME V', 'PORRAS MA', 'SAARI PEETER', 'SHARPE J', 'AHLGREN U', 'PERRY P', 'SILBERBERG Y', 'SINGH BRIJESH KUMAR', 'REMEZ ROEI', 'TSUR YUVAL', 'SIVILOGLOU G A', 'BROKY J', 'DOGARIU A'];OPTICS EXPRESS;Russia
Nonlinear optical responses in two-dimensional transition metal dichalcogenide multilayer: WS2, WSe2, MoS2 and Mo0.5W0.5S2 (vol 24, pg 20685, 2016);['BIKORIMANA S', 'LAMA P', 'WALSER A', 'DORSINVILLE R', 'ANGHEL S', 'MITIOGLU A', 'MICU A', 'KULYUK L'];[];OPTICS EXPRESS;Russia
Stable giant vortex annuli in microwave-coupled atomic condensates;['QIN JL', 'DONG GJ', 'MALOMED BA'];['ADAMS CS', 'SIGEL M', 'MLYNEK J', 'AIKAWA K', 'FRISCH A', 'MARK M', 'ALEXANDER TJ', 'BERGE L', 'ANDERSEN M F', 'RYU C', 'CLADE PIERRE', 'BAO WZ', 'DU Q', 'BARBOZA R', 'BORTOLOZZO U', 'CLERC M G', 'BERLOFF NG', 'SVISTUNOV BV', 'BLOCH IMMANUEL', 'DALIBARD JEAN', 'ZWERGER WILHELM', 'BOROVKOVA OLGA V', 'KARTASHOV YAROSLAV V', 'TORNER LLUIS', 'BRAZHNYI VA', 'KONOTOP VV', 'BRTKA MARIJANA', 'GAMMAL ARNALDO', 'MALOMED BORIS A', 'CAPLAN R M', 'CARRETERO-GONZALEZ R', 'KEVREKIDIS P G', 'HOQ Q E', 'CARR L D', 'CLARK CHARLES W', 'CATTANI FEDERICA', 'KIM ARKADY', 'LISAK MIETEK', 'CHESLER PAUL M', 'GARCIA-GARCIA ANTONIO M', 'LIU HONG', 'CHIAO RY', 'GARMIRE E', 'TOWNES CH', 'CHIN CHENG', 'GRIMM RUDOLF', 'JULIENNE PAUL', 'CHIOFALO ML', 'SUCCI S', 'TOSI MP', 'COMPARAT D', 'FIORETTI A', 'STERN G', 'DALFOVO F', 'STRINGARI S', 'DAVIS MJ', 'MORGAN SA', 'BURNETT K', 'DE MATOS CLOVIS JACINTO', 'DEIGLMAYR J', 'GROCHOLA A', 'REPP M', 'DOKTOROV EVGENY V', 'DONG GUANGJIONG', 'ZHU JIANG', 'ZHANG WEIPING', 'DRIBEN RODISLAV', 'ESRY BD', 'GREENE CH', 'BURKE JP'];PHYSICAL REVIEW A;Russia
Suppression of surface plasmon resonance in Au nanoparticles upon transition to the liquid state;['GERASIMOV VS', 'ERSHOV AE', 'GAVRILYUK AP', 'KARPOV SV', 'AGREN H', 'POLYUTOV SP'];['ALABASTRI ALESSANDRO', 'TOMA ANDREA', 'MALERBA MARIO', 'TUCCIO SALVATORE', 'GIUGNI ANDREA', 'DALACU D', 'MARTINU L', 'DYKMAN LEV A', 'KHLEBTSOV NIKOLAI G', 'ERSHOV A E', 'GAVRILYUK A P', 'KARPOV S V', 'GONZALEZ-RUBIO GUILLERMO', 'GUERRERO-MARTINEZ ANDRES', 'LIZ-MARZAN LUIS M', 'INASAWA S', 'SUGIYAMA M', 'YAMAGUCHI Y', 'JOHNSON PB', 'CHRISTY RW', 'KOFMAN R', 'CHEYSSAC P', 'AOUAJ A', 'LUO WENHUA', 'SU KALIN', 'LI KEMIN', 'MARKEL VA', 'SHALAEV VM', 'STECHEL EB', 'OTTER M', 'STOCKMAN MARK I', 'YESHCHENKO O A', 'BONDARCHUK I S', 'GURIN V S'];OPTICS EXPRESS;Russia
Collisions of three-dimensional bipolar optical solitons in an array of carbon nanotubes;['ZHUKOV AV', 'BOUFFANAIS R', 'MALOMED BA', 'LEBLOND H', 'MIHALACHE D', 'FEDOROV EG', 'ROSANOV NN', 'BELONENKO MB'];['AKHMANOV AS', 'BAUGHMAN RH', 'ZAKHIDOV AA', 'DE HEER WA', 'BAUMJOHANN W', 'GLAZOV SYU', 'MESHCHERYAKOVA NE', 'BELONENKO M B', 'LEBEDEV N G', 'POPOV A S', 'DEMUSHKINA E V', 'GLAZOV S YU', 'MESHCHERYAKOVA N E', 'YANYUSHKINA N N', 'FEDOROV E G', 'BELONENKO MIKHAIL B', 'LEBEDEV NIKOLAY G', 'YANYUSHKINA NATALIA N', 'POPOV ALEXANDER S', 'DENG ZHIXIANG', 'FU XIQUAN', 'LIU JUN', 'DONG GUANGJIONG', 'ZHU JIANG', 'ZHANG WEIPING', 'DRIBEN R', 'YULIN A V', 'EFIMOV A', 'TAYLOR AJ', 'YULIN AV', 'SKRYABIN DV', 'EPSHTEIN EM', 'ZHUKOV A V', 'KONOBEEVA N N', 'FLYTZANIS N', 'FRANTZESKAKIS D J', 'HERMAN MA', 'IIJIMA S', 'ICHIHASHI T'];PHYSICAL REVIEW A;Russia
Imbalance of group velocities for amplitude and phase pulses propagating in a resonant atomic medium;['BASALAEV MY', 'TAICHENACHEV AV', 'YUDIN VI'];['ABEYSEKERA CHAMARA', 'ZACK LINDSAY N', 'PARK G BARRATT', 'AKULSHIN ALEXANDER M', 'MCLEAN RUSSELL J', 'AKULSHIN AM', 'CIMMINO A', 'SIDOROV AI', 'ARKHIPKIN VG', 'TIMOFEEV IV', 'BAND YB', 'MAGNES O', 'BOYD RW', 'GAUTHIER DJ', 'BUDKER D', 'KIMBALL DF', 'ROCHESTER SM', 'CHIAO RY', 'CHU S', 'WONG S', 'DELFYETT PETER J', 'MANDRIDIS DIMITRIOS', 'PIRACHA MOHAMMAD UMAR', 'FINNERAN IAN A', 'HOLLAND DANIEL B', 'CARROLL P BRANDON', 'FLEISCHHAUER M', 'IMAMOGLU A', 'MARANGOS JP', 'GARRETT CGB', 'MCCUMBER DE', 'HAU LV', 'HARRIS SE', 'DUTTON Z', 'HELLER YU I', 'SHARYPOV A V', 'KASH MM', 'SAUTENKOV VA', 'ZIBROV AS', 'KHURGIN JACOB B', 'MATSKO AB', 'KOCHAROVSKAYA O', 'ROSTOVTSEV Y', 'MAZETS I E', 'MIKHAILOV EE', 'ROSTOVTSEV YV', 'MILONNI PW', 'MOLOTKOV S N', 'PARK GB', 'PARK YONGWOO', 'AHN TAE-JUNG', 'KIEFFER JEAN-CLAUDE', 'ROMANOV GLEB', 'HORROM TRAVIS', 'NOVIKOVA IRINA', 'RYBIN ANDREI', 'TIMONEN JUSSI'];PHYSICAL REVIEW A;Russia
Harmonic generation of Li atoms in one- and two-photon Rabi-flopping regimes;['AVANAKI KN', 'TELNOV DA', 'CHU SI'];"['ANWAR-UL-HAQ M', 'MAHMOOD S', 'RIAZ M', 'BERGMANN K', 'THEUER H', 'SHORE BW', 'CARRERA JUAN J', 'CHU SHIH-I', 'CHINI MICHAEL', 'WANG XIAOWEI', 'CHENG YAN', 'CIAPPINA M F', 'PEREZ-HERNANDEZ J A', 'LANDSMAN A S', 'DUDIN Y O', 'LI L', 'BARIANI F', 'DUDOVICH N', 'POLACK T', ""PE'ER A"", 'FAINSHTEIN AG', 'MANAKOV NL', 'OVSIANNIKOV VD', 'FUKS J I', 'HELBIG N', 'TOKATLY I V', 'FUKS JOHANNA I', 'FARZANEHPOUR MEHDI', 'TOKATLY ILYA V', 'FUSHITANI M', 'LIU C -N', 'MATSUDA A', 'HESLAR JOHN', 'TELNOV DMITRY A', 'HO TS', 'HUBER B', 'BALUKTSIAN T', 'SCHLAGMUELLER M', 'HUGHES S', 'ITATANI J', 'LEVESQUE J', 'ZEIDLER D', 'JOHNSON T A', 'URBAN E', 'HENAGE T', 'KAZANSKII AK', ""TEL'NOV DA"", 'KITTELMANN O', 'RINGLING J', 'NAZARKIN A', 'KRAUSZ FERENC', 'IVANOV MISHA', 'KRIEGER JB', 'YAN L', 'IAFRATE GJ', 'LEE SANGKYUNG', 'LIM JONGSEOK', 'AHN JAEWOOK', 'MONMAYRANT A', 'CHATEL B', 'GIRARD B', 'MORISHITA TORU', 'LIN C D']";PHYSICAL REVIEW A;Russia
Quantum entanglement for two qubits in a nonstationary cavity;['BERMAN OL', 'KEZERASHVILI RY', 'LOZOVIK YE'];['BELOV AA', 'POKROVSKY VL', 'BETHE HA', 'BLAIS A', 'HUANG RS', 'WALLRAFF A', 'BRUSCHI DAVID EDWARD', 'SABIN CARLOS', 'KOK PIETER', 'DICARLO L', 'CHOW J M', 'GAMBETTA J M', 'DODONOV A V', 'DODONOV V V', 'FELICETTI S', 'SANZ M', 'LAMATA L', 'FULLING SA', 'DAVIES PCW', 'HILL S', 'WOOTTERS WK', 'HIME T', 'REICHARDT P A', 'PLOURDE B L T', 'JOHANSSON J R', 'JOHANSSON G', 'WILSON C M', 'LAHTEENMAKI PASI', 'PARAOANU G S', 'HASSEL JUHA', 'LAW CK', 'LEGHTAS Z', 'VOOL U', 'SHANKAR S', 'MOORE GT', 'NAROZHNY NB', 'FEDOTOV AM', 'NIGG SIMON E', 'PAIK HANHEE', 'VLASTAKIS BRIAN', 'NORI FRANCO', 'SCHOELKOPF R J', 'GIRVIN S M', 'SHAPIRO D S', 'ZHUKOV A A', 'POGOSOV W V', 'POURKABIRIAN A', 'WOOTTERS WILLIAM K'];PHYSICAL REVIEW A;Russia
Stabilization of vortex beams in Kerr media by nonlinear absorption;['PORRAS MA', 'CARVALHO M', 'LEBLOND H', 'MALOMED BA'];['ADHIKARI SK', 'AKHMEDIEV NAIL', 'SOTO-CRESPO J M', 'GRELU PHILIPPE', 'ALEXANDER TJ', 'BERGE L', 'ARANSON IS', 'KRAMER L', 'ASKARYAN GA', 'CARR L D', 'CLARK CHARLES W', 'CHIAO RY', 'GARMIRE E', 'TOWNES CH', 'COUAIRON A', 'GAIZAUSKAS E', 'FACCIO D', 'MYSYROWICZ A', 'CURTIS JE', 'GRIER DG', 'DALFOVO F', 'STRINGARI S', 'DALY MARK', 'SERGIDES MARIOS', 'CHORMAIC SILE NIC', 'DESYATNIKOV AS', 'KIVSHAR YS', 'TORNER L', 'DODD RJ', 'EISENBERG HS', 'MORANDOTTI R', 'SILBERBERG Y', 'FALCAO-FILHO EDILSON L', 'DE ARAUJO CID B', 'BOUDEBS GEORGES', 'JENKINS S D', 'PRATI F', 'LUGIATO L A', 'JUKNA V', 'MILIAN C', 'XIE C', 'KARTASHOV YAROSLAV V', 'MALOMED BORIS A', 'TORNER LLUIS', 'PELINOVSKY DE', 'KNOBLOCH E', 'KRUGLOV VI', 'LOGVIN YA', 'VOLKOV VM', 'VLASOV RA', 'KUZNETSOV E A', 'DIAS F', 'LABOUVIE RALF', 'SANTRA BODHADITYA', 'HEUN SIMON', 'LOTTI A'];PHYSICAL REVIEW A;Russia
Stationary through-flows in a Bose-Einstein condensate with a PT-symmetric impurity;['ZEZYULIN DA', 'BARASHENKOV IV', 'KONOTOP VV'];['AHMED Z', 'AMO A', 'PIGEON S', 'SANVITTO D', 'ASTRAKHARCHIK GE', 'PITAEVSKII LP', 'BARASHENKOV I V', 'ZEZYULIN D A', 'KONOTOP V V', 'BARONTINI G', 'LABOUVIE R', 'STUBENRAUCH F', 'BENDER CM', 'BOETTCHER S', 'BLOCH I', 'BRAZHNYI VALERIY A', 'KONOTOP VLADIMIR V', 'PEREZ-GARCIA VICTOR M', 'BUCHLER HP', 'GESHKENBEIN VB', 'BLATTER G', 'CANCELLIERI E', 'MARCHETTI F M', 'SZYMANSKA M H', 'CARTARIUS HOLGER', 'WUNNER GUENTER', 'CATALIOTTI FS', 'BURGER S', 'FORT C', 'DAST DENNIS', 'HAAG DANIEL', 'GRAEFE EVA-MARIA', 'HE YANHU', 'LIN KAIRONG', 'CHEN XIAOHONG', 'KARTASHOV Y V', 'KAVOKIN A', 'MALPUECH G', 'LAUSSY FP', 'YANG JIANKE', 'ZEZYULIN DMITRY A', 'MAKRIS K G', 'MUSSLIMANI Z H', 'CHRISTODOULIDES D N', 'MORSCH O', 'OBERTHALER M', 'MUGA JG', 'PALAO JP', 'NAVARRO B', 'NIXON SEAN D', 'POLKOVNIKOV A', 'ALTMAN E', 'DEMLER E', 'RAMANATHAN A', 'WRIGHT K C', 'MUNIZ S R'];PHYSICAL REVIEW A;Russia
Optically detected magnetic resonance in negatively charged nitrogen-vacancy centers in diamond under resonant optical excitation at cryogenic temperatures;['AKHMEDZHANOV R', 'GUSHCHIN L', 'NIZOV N', 'NIZOV V', 'SOBGAYDA D', 'ZELENSKY I', 'HEMMER P'];['BARANOV PAVEL G', 'SOLTAMOV VICTOR A', 'SOLTAMOVA ALEXANDRA A', 'CHEN X -D', 'DONG C -H', 'SUN F -W', 'CHU Y', 'MARKHAM M', 'TWITCHEN D J', 'CLEVENSON HANNAH', 'TRUSHEIM MATTHEW E', 'TEALE CARSON', 'DOHERTY MARCUS W', 'MANSON NEIL B', 'DELANEY PAUL', 'ERICKSON LE', 'FU KAI-MEI C', 'SANTORI CHARLES', 'BARCLAY PAUL E', 'GAEBEL T', 'DOMHAN M', 'WITTMANN C', 'HESHAMI KHABAT', 'KHANALILOO BEHZAD', 'JARMOLA A', 'ACOSTA V M', 'JENSEN K', 'LEEFER N', 'MANSON NB', 'HARRISON JP', 'MAZE J R', 'GALI A', 'TOGAN E', 'POEM E', 'WEINZETL C', 'KLATZOW J', 'TAMARAT PH', 'MANSON N B', 'HARRISON J P', 'IMAMOGLU A', 'TRIFONOV A S', 'WALDHERR G', 'BECK J', 'STEINER M', 'WAXMAN A', 'SCHLUSSEL Y', 'GROSWASSER D'];PHYSICAL REVIEW A;Russia
Root-mean-square charge radius of a muonic atom;['KARSHENBOIM SG', 'IVANOV VG'];['ANGELI I', 'MARINOVA K P', 'FRIAR JL', 'MARTORELL J', 'SPRUNG DWL', 'GARDNER CJ', 'BADERTSCHER A', 'BEER W', 'HOSTLER LC', 'IVANENKO DD', 'PUSTOVALOV GE', 'KARSHENBOIM S G', 'IVANOV V G', 'KORZININ E YU', 'KARSHENBOIM SAVELY G', 'IVANOV VLADIMIR G', 'AMUSIA MIRON', 'SHABAEV VM', 'KHRISTENSV', 'VETCHINKSI', 'KHRISTENKO SV', 'KING WH', 'MICKELWAIT AB', 'CORBEN HC', 'SICK INGO', 'SOUDER PA', 'CRANE TW', 'HUGHES VW', 'CASPERSON DE'];PHYSICAL REVIEW A;Russia
